Padrão,Frase,Nome da Música,Artista,Gênero Musical,Letra da Música
sujeito_adj,mermo,Vem Amor,Bonde da Stronda,Hip Hop; Romântico; Rap,"É ela mermo, é sim
Que faz meu mundo sem fim,
Que sempre lembra de mim, Que faz amor com jeitin,

E toda noite eu lembro dela,
se arrumando, se olhando
em frente ao espelho
com o cabelo secando,

Brilhando como a estrela
Derrota minha tristeza
Melhora minha cabeça
Renova minha certeza

Que é você mesmo que manda,
E desmanda nesse menino
Que rima pra ver sorrindo
A menina que chama ele de lindo

Tô caindo um pouco,
Pro lado do amor
Pra chega no seu ouvido
E dizer: ' e ai gostou?'

Mas po se vive falando
Que eu tenho várias mina
Que jamais eu pararia
Pra escrever uma poesia, pra você

Há, pra você eu não escrevo, Eu logo faço, pra passa
O tempo, a distancia,
Pra te ter aqui do lado

Calado só vou ficar,
Quando te acariciar,
Admirar seu corpo sexy,
Enquanto cê descansar,

A gente brinca de amar,
Pra não mudar de lugar, Quando esse lance chegar,
Você sabe bem onde tá, Que na real vou contar,
O que é tudo isso,
A gente ama, e se completa, Mas não quer compromisso,

Ai cê sabe da nisso,
Esse romance de cinema,
Que mistura todas as cenas,
Transformando num dilema,

Que pena que é assim
Mas também tô tranquilão
Quem sabe devagarinho
Melhores coisas virão!
Né não?

Pegar um filme maneiro
Pra gente ver,
No edredom quarto escuro,
Só com a luz da tv

Pra na madruga você,
Bater loucura e querer,
Fazer do jeito que eu quero
E me deixar de bobera,

De imaginar, todo dia cê aqui
Pá, vo nem pensar
Melhor cê vim logo pra cá,
Quero provar de novo o gosto desse beijo
Me da uns calafrios, Esse jeito que eu te desejo."
aposto_adjetivo,mulheres diferente,Vem Pro Meu Mundo,Bonde da Stronda,Hip Hop; Romântico; Rap,"[thug]
Acordando de ressaca, final de semana massa
Com as gatinhas na piscina, em casa e na praça
Elas fizeram por merecer, e eu fiz valer a pena
É tipo 3 menina linda, revezando nos esquema

[léo]
As gatinhas já conhecem, que eu sou da perversão
Com tesão, boto elas pra sentir minha animação
Ligado com os parcero, é vamo strondar
Viajar, marolar, farpar, com as mina na pistá a gente tem brindar

[thug]
Isso tudo acontece em torno da minha vida
Apertá o rec vo botar isso na minha fita
Num se irrita pela saco, volta pro teu mundo
Que aqui é só strondo com os playson vagabundo

[thug]
Só wiski de patrão desde cedo com irmão
Regula os grave e aumenta a altura do pancadão
Sentiu a pressão, pois é, deixa aí que ta manêro
Agora bota um funk massa pra rolar, valeu parcero

[léo]
Tem muita gata pra curtir, tem muito álcool pra descer
Vou devorar as mina linda, o resto fica pra você
Vo dizer, isso tudo vai ser até de manhã
Se prepara vagabundo que também tem amanhã

[refrão]
Stronda vagabundo...
Vem pro meu mundo...[6x]

[thug,]
Isso não é nada comparado com aquilo
Num entendeu, vô te explicar, aguenta aí que tá tranquilo
O meu mundo gira em torno só de princesas
Em altos rolés convivo com as burguesas

Paraíso de vagabundo também condiz com o meu mundo
Oriundo de mulheres, diferente do seu, submundo
Que é imundo, não encontram outra via
Falar mal é muito fácil pra quem cultiva hipocrisia

[léo]
Hipocrisia é uma palavra que não existe nesse mundo
Que muda constantemente, que muda a cada segundo
Se dinheiro compra mundo, tenta então comprar o meu
Te afirmo que é difícil, então fica no seu

A vida é um estasy, você tem que desfrutar
Aloprar, com os amigo, pra saber no que vai dá
Do lado de cá, as mina choram de tesão,
Boto pressão, assim melhora a vibração

Então, vamos logo disseminar o amor
Quantas bocas gostosas, sentindo do meu calor
Quanto pudor, nós merecemos isso e muito mais
Mostra pros pela saco como é que se faz

[refrão]
Stronda vagabundo...
Vem pro meu mundo...[6x]

[thug]
Traz gelo e mais wiski, absolut pras menina
Vamos beber galera massa pra melhorar esse clima
Agora rima comigo, vamos mostrar insanidade
Junto com os amigo, só parcero de verdade

Sagacidade e auto estima sempre lá em cima
Esse mundo também é paraíso das minhas minas
Deusas, musas, princesas e gostosas
Varias misturas, e mentes maliciosas

Dinheiro qualquer um tem, basta querer
Quero ver tu ter estilo, e não se aparecer
Traz também mais munição, que eu vou precisar
Me refiro as palavras que não deixo escapar

[léo]
Tu cresce e esquece que quem conclui é o mestre
Nas gírias de malandro, só o papai conhece
Amadurece pela saco, acorda pra vida
Vem pra o meu mundo, e vê se num se irrita

[refrão]
Stronda vagabundo...
Vem pro meu mundo...[6x]"
sujeito_aux_adj,coca,Vida de Thug,Bonde da Stronda,Hip Hop; Romântico; Rap,"Anoiteceu e eu parti pra minha noitada
Os amiguinho reunido chegou a playssonzada !
O bonde é sinistro, a gente tira onda
Se acalma mulherada vamos fazer a ronda !

De carro ou de moto,jatinho ou de trem
Piranha,vagabunda só serve pro vai e vem
Eu sou playsson...do rio de janeiro !
Mas eu não falo isso porque tenho dinheiro !

Playboy é playboy então se põem no seu lugar
Eu nasci pra malandragem,eu nasci pra farpar !
No meu som só toca fox,mag,nanaco
E o bonde da stronda que é de lei..é um fato !

Tem piranha que não me olhava,eu sei tanto faz !
Agora que nem uma cadela ela vem correndo atrás
As cocotas se amarram no estilo do meu som
Playsson,stronda,swing sangue bom !

Os barros eu veto mesmo,eu não sou idiota
Agora vaza daqui e vai procurar seu mauriçoca
Não gostou ? tremeu na base ? então presta atenção !
Esse tipo de mulher é coca cola só pressão !

A mulher que é pegável,que é do meu gosto
Ou é boa de corpo ou é boa de rosto !
Não pode ser gorda,nem muito magrela
Mas se eu tiver doidão,ai fudeu seqüela!

Sempre tô ligado pra pegar as menininhas
E na minha carteira sempre tem camisinha !

REFRÃO
Eu sempre fui assim e sempre serei
Vida de Thug...Vida de Rei !
Todo dia em um lugar,só strondando
Sempre na minha,nunca vacilando

Pra tu ficar na beca,estilo putão
Bota as prata no pescoço,no pulso..boladão!
Se você não entendeu a minha filosofia
É muita mulher e gastação todo dia !

Tem sempre uns pela saco que não vão com a tua cara
Eles eu esnobo e imponho minha marra
Tu tá falando muito e eu não quero te pegar !
Para de encher o saco é melhor tu ralar !
Vou beber o meu whisky e ficar no brilho
quando boto minha prata eu não ando,eu desfilo !
Biat é tudo igual,tem até aquele lance
Com cordão tu pega ! sem cordão sem chance !

Não sei onde eu vou parar com essa minha vida
Quero mais é farpação,zoeira e bebida !"
nome_adj,otário,Xxt (Nova Era da Stronda),Bonde da Stronda,Hip Hop; Romântico; Rap,"XxT XxT XxT
É assim que tem que ser
XxT XxT XxT
Até o fim eu vou querer, Ahãm

Objeto de desejo
Dos playsson de raiz
Te deixar nesse estado
Tudo bem fui eu que fiz

Porque eu tenho o dom
De te deixar tarada
E de perna bamba tu saiu da minha casa

Começa com a letra X
E termina com o T
Abreviatura, aprende é o XxT

tá tentando entender o que isso significa
Para um pouco e pensa
Pergunta pra sua amiga

Vai virar roupa de marca
E todo mundo vai usar
Mas só quem é raiz
Que vai eternizar

Tem todos os tamanhos
Mas relaxa que cabe
XxT, Quem é sabe

E todo mundo me pergunta
Da onde tu tirou isso irmão
E eu respondo
Ae se liga não, se liga não

Minha filosofia eu não mudo
É sempre a mesma
Qualquer lugar é lugar
Não importa onde esteja

Algumas falam de mais
E na hora só enrolam
Esse tipo é popular
XxT, Coca-Cola

Mas não importa qual vai ser
Importa se vai rolar
Morena, ruiva, loira, negra
O importante é furar

XxT XxT XxT
É assim que tem que ser
XxT XxT XxT
Até o fim eu vou querer

XxT XxT XxT
É assim que tem que ser
XxT XxT XxT
Até o fim eu vou querer

Um grande pecado é falar mal desse nosso habito
Conquistar uma XxT, podes cre que você não está apto

Mas para pra pensar
Para e pensa bem
vão fazer dois anos
E tu não comeu niguém
Aha otário ai tu ver a diferença
Eu sou XxT raiz
Essa é minha crença

Se o mundo acabar
Que ele acabe assim
Só eu de cueca e as XxT todas pra mim
Disvendo alguns segredos
Te falo uma treta
Deita relaxa
tô portando uma halls preta
Eu falo a verdade
Escuta que eu vou cantar
Quem é XxT raiz
Põe as suas mãos para o ar

XxT, essa é minha senha
XxT, fogueira da minha lenha
XxT, sem ela eu tô morto
XxT, combustível do meu corpo

XxT, essa é minha senha
XxT, fogueira da minha lenha
XxT, sem ela eu tô morto
XxT, combustível do meu corpo

XxT XxT XxT
É assim que tem que ser, ahãm
XxT XxT XxT
Até o fim eu vou querer

XxT XxT XxT
É assim que tem que ser, ahãm
XxT XxT XxT
Até o fim eu vou querer

XxT raiz
Serei o eterno aprendiz
Quem não souber
Se contra diz
O BDS é a matriz
Ela será minha diretriz
Atriz, Juiz
Não escapa por um triz
Mal disperdiz
Não levanta o nariz
Iludiz estudantis, ostis, civis
E agora expana, expana em todo país"
nome_adj,sta clara,Zona Sul,Bonde da Stronda,Hip Hop; Romântico; Rap,"Pra andar na zona sul
Tem que ser malandro
Não pode abaixar a cabeça e andar como eu ando!
Se tu der mole de andar com cordão pra fora
Vem um pivete aqui te rouba e vai embora !

Essa é a parte difícil de andar por aqui
É so ter malandragem e saber se divertir
As mulher são muito gata,lógico,é zonal sul!
Tem morena,ruiva e lorinha de olho azul

De role por ipanema,para no posto 4
Tem mta mulé,com ctza! Isso é fato!
Partindo pro arpex,só pela pista
Tbm tem mta mulé mas tem mais surfista !

Indo pela praça,garota de ipanema!
Isso é rio de janeiro
Isso é capa de cinema !

To em copa em frente ao othon,já é radical
Tem muito gringo,mta puta isso é normal !

REFRÃO

Isso é um tour da zona sul,não é uma viagem!
Mais pra tu morar aqui,tem que ter muita malandragem!

Ainda em copa,sta clara,siqueira campos,figueiredo
Magalhães,uma mulé em kda canto !

Saindo pela orla,vo flar um bairro bom,estamos na
direção
estamos partindo pro leblon!
aqui tbm é bom,aqui tem mta essa parada!
Tem mta ninfetaa e tem mta playboyzada!

Saindo do lebronx,mermão já estamos kit!
Leme é só lazer,leme é elite !

REFRÃO

Vo mandar no freestyle não pod fik parado
Zona sul é muito bom não entra retardado
Tem que ter mta malicia, aqui tem que saber jogar
Pega um caderninho anota que eu vo t ensinar!
porque tem muito duente que vem pra k tirar uma onda
Fica ai no sapatinho,esse é o bonde da stronda!
REFRÃO"
sujeito_aux_adj,lunática,Vício (Part. Tássia Reis),Rashid,Hip Hop; Rap,"Ela é tipo cafeína pura, uma mistura de rotina
Com um pouco de adrenalina e aventura
Que me prende feito a ditadura
Sua doçura me ilumina seu lado que desatina tem censura
Menina pequena que dá tontura se deseja
Grande mulher que me torna um muleque que gagueja
Ga-ga garante a minha perdição com suas intenções
Perante a minha intenção com suas perdições
Ela é uma droga pesada que te arranca de casa
E ao mesmo tempo é o motivo de voltar pra casa
Ela é lunática e perfeita, essa é pra casar
Daquelas que mata o noivo no altar se atrasar
Te arremessa na cama e te põe no divã
É o veneno mortal no seu café da manhã

É o amor matinal e a roubada de brisa
Até sua foto 3x4 é arte Mona Lisa
Mano avisa lá, que hoje eu não vou jogar
Porque ela acaba de ligar, dizendo que tá
Muito louca pra que eu fique muito louco também
Esperando ela voltar pra me fazer de refém
Isso parece crime mas eu não quero abrir ocorrência
Se não eu sofro de abstinência
Ela combina carinho e dependência com poesia e inocência
Essa mina vicia

Tira minha paz e o fôlego
Só que faz isso parecer muito bom
Muito bom (2x)

Ela é tipo nicotina pra quem fuma
Uma casa na colina e vista pro mar
Uma estrada com neblina e luz alguma
Filma manda nisso tudo feito a Dilma
Numa escala de perigo 0 a 10 ela é 11
Sua aurea é cor de ouro, seus olhos são cor de bronze
Seu sorriso carrega uma luz divina
Mas sua Tpm é a bomba de Hiroshima
É a dor de cabeça e a própria aspirina
É o doce do licor num gole de gasolina
É a comédia que te faz chorar de rir
E o filme de terror que te deixa sem dormir

Ela é trama no drama, drama na trama
É a chama no salto, é o álcool na chama
Ela é chave de cadeia meu chegado
Mas por essa vale a pena ver o sol nascer quadrado, oh
Crime perfeito, mata minha saudade
Não deixa nenhuma pista, fuga em velocidade
Sei que ela é de verdade, mas parece mentira
E se passar da dose certa com certeza você pira
Inspira, expira
Te traz pra realidade que te tira
Sem dúvida o olhar dela conspira e alicia covardia
Essa mina vicia

Tira minha paz e o fôlego
Só que faz isso parecer muito bom
Muito bom"
sujeito_aux_NOUN,trama,Vício (Part. Tássia Reis),Rashid,Hip Hop; Rap,"Ela é tipo cafeína pura, uma mistura de rotina
Com um pouco de adrenalina e aventura
Que me prende feito a ditadura
Sua doçura me ilumina seu lado que desatina tem censura
Menina pequena que dá tontura se deseja
Grande mulher que me torna um muleque que gagueja
Ga-ga garante a minha perdição com suas intenções
Perante a minha intenção com suas perdições
Ela é uma droga pesada que te arranca de casa
E ao mesmo tempo é o motivo de voltar pra casa
Ela é lunática e perfeita, essa é pra casar
Daquelas que mata o noivo no altar se atrasar
Te arremessa na cama e te põe no divã
É o veneno mortal no seu café da manhã

É o amor matinal e a roubada de brisa
Até sua foto 3x4 é arte Mona Lisa
Mano avisa lá, que hoje eu não vou jogar
Porque ela acaba de ligar, dizendo que tá
Muito louca pra que eu fique muito louco também
Esperando ela voltar pra me fazer de refém
Isso parece crime mas eu não quero abrir ocorrência
Se não eu sofro de abstinência
Ela combina carinho e dependência com poesia e inocência
Essa mina vicia

Tira minha paz e o fôlego
Só que faz isso parecer muito bom
Muito bom (2x)

Ela é tipo nicotina pra quem fuma
Uma casa na colina e vista pro mar
Uma estrada com neblina e luz alguma
Filma manda nisso tudo feito a Dilma
Numa escala de perigo 0 a 10 ela é 11
Sua aurea é cor de ouro, seus olhos são cor de bronze
Seu sorriso carrega uma luz divina
Mas sua Tpm é a bomba de Hiroshima
É a dor de cabeça e a própria aspirina
É o doce do licor num gole de gasolina
É a comédia que te faz chorar de rir
E o filme de terror que te deixa sem dormir

Ela é trama no drama, drama na trama
É a chama no salto, é o álcool na chama
Ela é chave de cadeia meu chegado
Mas por essa vale a pena ver o sol nascer quadrado, oh
Crime perfeito, mata minha saudade
Não deixa nenhuma pista, fuga em velocidade
Sei que ela é de verdade, mas parece mentira
E se passar da dose certa com certeza você pira
Inspira, expira
Te traz pra realidade que te tira
Sem dúvida o olhar dela conspira e alicia covardia
Essa mina vicia

Tira minha paz e o fôlego
Só que faz isso parecer muito bom
Muito bom"
nome_adj,cuspindo igual,Diário de bordo (Parte V),Rashid,Hip Hop; Rap,"Meu diário de bordo

Senhor, me capacita diante o paradoxo da vida
Prisão sem muros e liberdade assistida
Meu foco não trepida, sem preza
Quanto mais eu esvazio minha caneta, mais ela pesa
Dada a partida, Diário 5, Dj Caique
No beat que azeda o seu Nesquik
História pique Sputnik
Produzindo da pura que vicia e vem do interior, tipo alambique
Sou freak, as vezes
Melhor que ser normal onde uma mãe dá cocaína prum bebê de 2 meses
Pra vocês é besteira, isola
Cês fica brabo 'memo' é com a alta do dólar
Eu tô ligado, fecha as escola, dessa maneira
Seu Geraldo deixa nossa mente seca igual deixou a Cantareira
Por isso eu vim pra acender a chama
E libertar, 'memo' sem ter diploma, tipo Luís Gama
Conhecimento sana, de Osama à Obama
Caso o contrário é embargo à la história Cubana
Profana o sonho e o bem estar contemporâneo
E o resultado se afoga no mar mediterrâneo
Chip subcutâneo, urânio
Mal instantâneo, já comemora 'cumpleaños'
Ao lado de Cunha e quem apoia suas leis
Até o primeiro testamento é mais pra frente que vocês
Esse é meu diário de bordo, rei
Se for peso demais 'pru cê', pode ir escutar ""Eu Te Avisei""
Porque isso aqui é genki dama
Fatality que te deixa em pedaço à la Kitana
Afiado igual katana, desacredita?
Minha postura é um ambigrama, qualquer lado que cê olha é a 'mema' fita
Mais um griot criado carregando brita
Não creio num deus que mata, creio num Deus que ressuscita
É nos detalhe que a nobreza habita
Não é porque se bebe Perrier que se dispensa o Guaravita
Só que se é meu eu quero, meu truta
Quem desvaloriza a vitória não merece nem a chance da luta
Sem 'zóio' de sharingan, que os 'muleke' é talibã
Monstro que nem Sharivan
Samurai, no estilo Djavan
Mordido, pra tá em todos ouvido mais que o logo da maçã!
Ãh, tem alguém aí? Alguém por aí?
Tá me ouvindo? Tem alguém me escutando aí?
Me responde!


Tempo fechou e você nem tentou se proteger
A tempestade só surpreende quem não quer ver
O vento e a água vem sobre todos os tetos
Mas quem fortaleceu a base a gente vai saber


Me lembro em 2006, eu, Tiago e Artigo
Já vai fazer 10 ano, faça as conta comigo
Muita gana e pouca grana, primeira vez na Olido
Uma 'pá' de gente igual eu, ali achei meu abrigo
E um amor que vou carregar até o jazigo
E uma fé capaz de transformar o joio em trigo
Intrigo doutor porque fiz do som o meu tutor
Estilo Anderson Silva e Steven Seagel
Cuspindo igual uma Desert Eagle, sem wiggle wiggle
Cobaia tipo o Instituto Royal fez com os Beagle
Vendo o mundo viver seu umbigo
Só 'memo' sendo um personagem de Tv 'pru cês' notar a existência de um mendigo
Como se fosse ""ilegal"", desculpe o verso ""bilingual""
Nosso produto é tão forte, 'vamo' vender pros gringo
Estilo Narcos, ""Yo soy Pablito de los singles""
Letra e base pesada que não tem cara de jingle
Tô mais pra Charles Mingus e o som que emana
O gás pra toda sua semana
Bato de frente com esses porcos rolando nessa lama
Que arrasta cada um de nós, como aconteceu lá em Mariana
Também lamento os atentado em Paris
Só num entendo cês não enxergarem o que acontece aqui no seu país
E o Rap discute se eu sou modinha ou raíz
E até meus sons de amor protestam mais do que vários Mc's
Mais firmão, eles vão ter noção da ação
Quando verem que o vão já perdeu dimensão
É o teste, a lição, sei que mil cairão
Tô febril na função, defender o cinturão
Eu nasci campeão!
Forjado em estrada de terra, tipo Lampião
Guardando mais veneno do que escorpião, e esse é meu estigma
As letra mais profunda que o mistério da Enigma
Observo uns vacilão batendo nas mulher
Apedrejando uma irmã por que é do Candomblé
E botando Deus no meio disso, apagando a centelha
Se o pastor for o lobo, o que será das ovelha?
Eu num joguei as palavra
Sei bem o que falo porque a língua queima igual lava
Desde Lavras, de mistura só fava, e a fissura da brava
Se a musica é escada eu quero subir umas oitava
111 tiros, pra 5 jovens pretos
Com 0 armas, e 0 motivos pra isso
Nem numa calculadora quebrada a conta fecha
Mais um culpado seria eu se ficasse omisso
Dito isso, minha música é um veículo
Fortalecendo o vinculo, de outro mundo igual o Piccolo
Me reportando porque achei necessário
Mas acabo de chegar na última página do diário
Até aqui escrevi o que vi e vivi
Sem novidade 'fi'
Faço o que acredito e me dedico pra evoluir
Dane-se a opinião de quem a distribui sem ninguém pedir
O povo gosta de fenômenos, normal
Rejeita trabalhadores, também é usual
Já que eu nunca fui fenômeno, mandei bem a real
Me transformei num trabalhador fenomenal
Querido diário, encerro aqui minha transmissão
Você foi minha terapia, minha confissão
Pedaço do legado que vai ficar pra trás
É hora de crescer, já que aqui não me cabe mais"
sujeito_aux_adj,minas rainhas,Abre caminhos,Rashid,Hip Hop; Rap,"E se o Rap de alma é raro
cabe a mim não deixar ser extinto
E se o Rap de alma é raro, cabe a mim não deixar

2017 eu voltei, outro ciclo
e eu sigo tacando fogo nesse circo
Cito o que sinto desde os tempo
que o Rap só tinha espaço lá na 105
Labirinto na mente dos lek se abria
ouvindo umas track do quinto
E se o Rap de alma é raro
cabe a mim não deixar ser extinto
Pinto telas e hoje vivo delas
busco sorriso num mundo ranzinza
Trago vitórias e cores pra rua
enquanto o Dória quer deixá-la cinza
A inveja não dorme
por isso eu trampo no sapatinho e sempre sagaz
Porque os olhos da maldade
enxergam melhor aquele que se mostra demais
Então eu escrevo, escrevo, escrevo
com a malandragem que quis Cássia Eller
Obra extensa, igual Paulo Coelho
o povo que me nomeou best-seller
Minhas palavras dariam livros e mais arquivos
de minhas memórias
Só que hoje eu trabalho
pra que minhas ações
me coloquem nos seus livros de história
Meu bonde é dos preto, orgulho do gueto
fora da cela e dentro da sua tela
Mas não deixe pra ver suas raízes
só quando passar depois da novela
Entende?
De Angela Davis à Yellow Benji, de Dandara à Lampião
Cês só falam de views, views, views e eu falo de visão
Sem ego pra não provocar divisão
Esqueçam os números, pensem nas letra
Enxerguem que a única coisa de plástico na minha escrita
é minha caneta
Não é questão de ser melhor que ninguém
Melhor e pior é relativo, eu sei
Mas se eu não me esforço pra fazer o melhor
Então eu não mereço nem o seu play
Outro rei, mas hey!
Quem diga que é rei a gente já tem
Precisamos de alguém que relembre a todos moleque
que eles são reis também
E as minas são rainhas, que o Rap é machista
nois tá sabendo
Mas não é por que nasceu machista
que ele tem que continuar sendo

Outro ano, a mesma vida, os mesmos manos, novos planos
Pra vitória, arriscamos, como estamos, não dá pra ficar
Vem, que os caminhos se abrirão e eu te encontro lá!

E se o Rap de alma é raro
cabe a mim não deixar ser extinto
E se o Rap de alma é raro
cabe a mim não deixar ser extinto
E se o Rap de alma é raro
cabe a mim não deixar ser extinto
E se o Rap de alma é raro, cabe a mim não deixar"
aposto_adjetivo_noun,pano,Como estamos? (Interlúdio),Rashid,Hip Hop; Rap,"(Verso 1 - Rashid)
Olha pra fora e diga como estamos... (como estamos?)
Algumas perdas tiram até o brilho do que conquistamos
Angústia, pior que a de Graciliano Ramos
Vendo a polícia matando criança de 10 anos
Passa em branco no jornal
E ""cês"" aí gritando pela redução da maioridade penal
É onde o mal flerta
Com as porta de emprego tudo fechada
e as da cadeia tudo aberta
Seu elitismo é toxina
Com 5 reais ""cê"" compra crack
já um livro é de 30 pra cima
Duvido
Que alguém pense no porque da criança no farol
só querem ""memo"" é subir o vidro
É numa dessa que uma lagrima corre
ele magro e no corre
O milagre num ocorre sem fé
Quantos parceiro já não foram nessa a pé
Correndo atrás de um qualquer, uma nave, um chofer
Mulher, pano e moto
Viveram bem, morreram rápido e hoje só sorriem nas foto
É algum atalho na sociedade
Só isso explica as arma chegar antes das oportunidade
E é difícil querer paz, se vocês fazem a gente acreditar
Que um iphone é melhor
Sem trilhos
É natural que os filhos enterrem os pais
Mas bem-vindo a geração onde os pais enterram os filhos"
sujeito_aux_NOUN,hit,Menina Veneno (part. Terceira Safra),Rashid,Hip Hop; Rap,"Salto alto, vestido azul, uau!
Jeito de menina, corpo do mal
Simples e fascina feito lual
Dessa jóia rara que tem no lauzane
Uoô negô qué chega e fica em pânico
Beco sem ideia, vexame! uoô
É melhor pará, não se engane o-tá-rio
Independente, malvada, sem compromisso
Fora de casa é danada, sem juízo
É o diabo, é uma fada quando é preciso
É saigon, é gomorra, ela é um paraíso
Com as amiga é o foco, é a guangue
O veneno no copo é o bangue
É o não quase sempre é o sim quando qué, tiu!
Se não xiuu.
Mulher, cor do pecado é o baque
Pele mol roll, joana d'arc
Rosa pérola, linda e malévola
Atento aos moio, tá pelo celular
Manda na vida, ninguém manda nela
Ela é hit, é pagode, é favela
É o que mata os neguin, é o que move o mundo
Ela é zica, ela é foda, ela é top, ela é tudo

Menina veneno, vem
Menina veneno, vai
Menina veneno, uoô, malvada! 2x

Ultrapasso, nos fraco sem cautela no amor atropelô
Os frágil coração sem piedade, lhe avisô
Malvada! pra ela tá tudo normal
Cena de novela na vida real
Vai vendo só, segura o b.o.
Eu não tenho dó, melhor, meu coração tem nó e sabe de cór
Causei terror no seu equilíbrio emocional
Que tal? foi nota 11, consegui abala geral

Vingativa! eu sei que ela qué dá o troco
Me abordo, eu fingi, se fudeu, que eu não tava louco
Montei castelo na elegância, fui pedreiro online
Abraço um cego se abriu, fiz leitura em braile
Malandragem tá teno, eu deixei no lup
Foi azz veizz, conquistei logo a bad pup
E foi por pouco, quase que ramelei na ideia
Se ataco, qué meu din? vai se minha amélia
Sem bronquiar, eu sei quanto vale um momento
Um milhão, não pago o seu sentimento
Sabe o poder que tem, não se rende a ninguém
Indaga como um alguém, fez coração de refém
Fui mais além, o primeiro a tratar com respeito
Igual as bitch de street, não encontrei defeito
Valorizo o amor, ligo interessada
Tenho que admitir, caí numa cilada

Menina veneno, vem
Menina veneno, vai
Menina veneno, uoô! malvada! 2x

Vilã! roubo minha brisa, matou minha vontade
Virei fã, sem maldade
Monalisa não, ela é mais
Top 10 mais
Acredita? sabe qué bonita demais
Criptonita pra vários, ela faz os cara gagueja
E outras mina cacareja
Nem aí você pode deseja
O veneno dela é chantili com cereja. woow!

Tipo assim, eu explico
Ela não para o trânsito, ela é o próprio horário de pico
E se ela passa eu fico feliz
Tem mais atitude do que muito homem aí que se diz
Pode pá com requinte
Elétrica ligada no 220
Alta voltagem
Inocente, indecente, linda e eu vi vantagem
Mina cê merece um trono, desculpa esse meu jeito, oow!
Eu vi que você é de conceito, oow!
Tenho um canto pra você no peito, então fico perfeito, oow!
Tomo minha cama, tira o meu sono
Viciei, agora vive sem não tem como
Ela é o maior prêmio, é o abono
Bônus! mas tira o zoio que essa aí já tem dono

Menina veneno, vem
Menina veneno, vai
Menina veneno, uoô! malvada! 2x"
sujeito_adj,cacareja,Menina Veneno (part. Terceira Safra),Rashid,Hip Hop; Rap,"Salto alto, vestido azul, uau!
Jeito de menina, corpo do mal
Simples e fascina feito lual
Dessa jóia rara que tem no lauzane
Uoô negô qué chega e fica em pânico
Beco sem ideia, vexame! uoô
É melhor pará, não se engane o-tá-rio
Independente, malvada, sem compromisso
Fora de casa é danada, sem juízo
É o diabo, é uma fada quando é preciso
É saigon, é gomorra, ela é um paraíso
Com as amiga é o foco, é a guangue
O veneno no copo é o bangue
É o não quase sempre é o sim quando qué, tiu!
Se não xiuu.
Mulher, cor do pecado é o baque
Pele mol roll, joana d'arc
Rosa pérola, linda e malévola
Atento aos moio, tá pelo celular
Manda na vida, ninguém manda nela
Ela é hit, é pagode, é favela
É o que mata os neguin, é o que move o mundo
Ela é zica, ela é foda, ela é top, ela é tudo

Menina veneno, vem
Menina veneno, vai
Menina veneno, uoô, malvada! 2x

Ultrapasso, nos fraco sem cautela no amor atropelô
Os frágil coração sem piedade, lhe avisô
Malvada! pra ela tá tudo normal
Cena de novela na vida real
Vai vendo só, segura o b.o.
Eu não tenho dó, melhor, meu coração tem nó e sabe de cór
Causei terror no seu equilíbrio emocional
Que tal? foi nota 11, consegui abala geral

Vingativa! eu sei que ela qué dá o troco
Me abordo, eu fingi, se fudeu, que eu não tava louco
Montei castelo na elegância, fui pedreiro online
Abraço um cego se abriu, fiz leitura em braile
Malandragem tá teno, eu deixei no lup
Foi azz veizz, conquistei logo a bad pup
E foi por pouco, quase que ramelei na ideia
Se ataco, qué meu din? vai se minha amélia
Sem bronquiar, eu sei quanto vale um momento
Um milhão, não pago o seu sentimento
Sabe o poder que tem, não se rende a ninguém
Indaga como um alguém, fez coração de refém
Fui mais além, o primeiro a tratar com respeito
Igual as bitch de street, não encontrei defeito
Valorizo o amor, ligo interessada
Tenho que admitir, caí numa cilada

Menina veneno, vem
Menina veneno, vai
Menina veneno, uoô! malvada! 2x

Vilã! roubo minha brisa, matou minha vontade
Virei fã, sem maldade
Monalisa não, ela é mais
Top 10 mais
Acredita? sabe qué bonita demais
Criptonita pra vários, ela faz os cara gagueja
E outras mina cacareja
Nem aí você pode deseja
O veneno dela é chantili com cereja. woow!

Tipo assim, eu explico
Ela não para o trânsito, ela é o próprio horário de pico
E se ela passa eu fico feliz
Tem mais atitude do que muito homem aí que se diz
Pode pá com requinte
Elétrica ligada no 220
Alta voltagem
Inocente, indecente, linda e eu vi vantagem
Mina cê merece um trono, desculpa esse meu jeito, oow!
Eu vi que você é de conceito, oow!
Tenho um canto pra você no peito, então fico perfeito, oow!
Tomo minha cama, tira o meu sono
Viciei, agora vive sem não tem como
Ela é o maior prêmio, é o abono
Bônus! mas tira o zoio que essa aí já tem dono

Menina veneno, vem
Menina veneno, vai
Menina veneno, uoô! malvada! 2x"
